"isolate","b_mu","temp_min_mu"
"S12-0116",0.0333230311790158,-24.3394318278958
"S12-0132",0.275389046065729,2.64354777012291
"S12-0141",-0.0251738334103829,48.7261768764343
"S12-0166",0.173478869253033,1.06542822788339
"S12-0180",0.188166005975619,1.27664542235532
"S12-0184",0.149969298970723,1.48758170639311
