"package","initial_count","storage_temp","day","count","growth_model","loc","sampling_code"
1,6.21615000331237,4,1,6.25303123769746,"mm-strain","china","S1"
1,6.21615000331237,4,2,6.26147220002945,"mm-strain","china","S1"
1,6.21615000331237,4,3,6.27140057204094,"mm-strain","china","S1"
1,6.21615000331237,4,4,6.28757469804834,"mm-strain","china","S1"
1,6.21615000331237,4,5,6.35209115435638,"mm-strain","china","S1"
1,6.21615000331237,4,6,6.56452028912067,"mm-strain","china","S1"
1,6.21615000331237,4,7,6.93617543578258,"mm-strain","china","S1"
1,6.21615000331237,4,8,7.28600599132359,"mm-strain","china","S1"
1,6.21615000331237,4,9,7.51855627171194,"mm-strain","china","S1"
1,6.21615000331237,4,10,7.64950194767204,"mm-strain","china","S1"
2,6.29027937739996,4,1,6.34739271479436,"mm-strain","china","S1"
2,6.29027937739996,4,2,6.36222768652206,"mm-strain","china","S1"
2,6.29027937739996,4,3,6.37966608122449,"mm-strain","china","S1"
2,6.29027937739996,4,4,6.39990958755264,"mm-strain","china","S1"
2,6.29027937739996,4,5,6.42313145857664,"mm-strain","china","S1"
2,6.29027937739996,4,6,6.44946734847499,"mm-strain","china","S1"
2,6.29027937739996,4,7,6.4932037807064,"mm-strain","china","S1"
2,6.29027937739996,4,8,6.66249228928248,"mm-strain","china","S1"
2,6.29027937739996,4,9,6.80912146970223,"mm-strain","china","S1"
2,6.29027937739996,4,10,6.86809394292929,"mm-strain","china","S1"
3,6.42984619725951,4,1,6.48195267877441,"mm-strain","china","S1"
3,6.42984619725951,4,2,6.4965237058362,"mm-strain","china","S1"
3,6.42984619725951,4,3,6.51381963830612,"mm-strain","china","S1"
3,6.42984619725951,4,4,6.53405811481598,"mm-strain","china","S1"
3,6.42984619725951,4,5,6.55742206642023,"mm-strain","china","S1"
3,6.42984619725951,4,6,6.58404840148157,"mm-strain","china","S1"
3,6.42984619725951,4,7,6.62517644166247,"mm-strain","china","S1"
3,6.42984619725951,4,8,6.79234660573458,"mm-strain","china","S1"
3,6.42984619725951,4,9,6.89519538715986,"mm-strain","china","S1"
3,6.42984619725951,4,10,6.93380588834658,"mm-strain","china","S1"
4,6.66301750149216,4,1,6.74487554687301,"mm-strain","china","S1"
4,6.66301750149216,4,2,6.77190580042538,"mm-strain","china","S1"
4,6.66301750149216,4,3,6.80535338607859,"mm-strain","china","S1"
4,6.66301750149216,4,4,6.84744989475981,"mm-strain","china","S1"
4,6.66301750149216,4,5,6.9232056784124,"mm-strain","china","S1"
4,6.66301750149216,4,6,7.09891752849106,"mm-strain","china","S1"
4,6.66301750149216,4,7,7.37274167696046,"mm-strain","china","S1"
4,6.66301750149216,4,8,7.61226859758437,"mm-strain","china","S1"
4,6.66301750149216,4,9,7.75604749549427,"mm-strain","china","S1"
4,6.66301750149216,4,10,7.83229843889314,"mm-strain","china","S1"
5,6.17177139612136,4,1,6.2095485879377,"mm-strain","china","S1"
5,6.17177139612136,4,2,6.21804391047808,"mm-strain","china","S1"
5,6.17177139612136,4,3,6.22802760072628,"mm-strain","china","S1"
5,6.17177139612136,4,4,6.24455501058067,"mm-strain","china","S1"
5,6.17177139612136,4,5,6.30944567607124,"mm-strain","china","S1"
5,6.17177139612136,4,6,6.52080691435049,"mm-strain","china","S1"
5,6.17177139612136,4,7,6.89452557065664,"mm-strain","china","S1"
5,6.17177139612136,4,8,7.25251535289077,"mm-strain","china","S1"
5,6.17177139612136,4,9,7.49492731185145,"mm-strain","china","S1"
5,6.17177139612136,4,10,7.63431213184789,"mm-strain","china","S1"
6,6.65619099147059,4,1,6.65619099147059,"mm-strain","china","S1"
6,6.65619099147059,4,2,6.65619099147059,"mm-strain","china","S1"
6,6.65619099147059,4,3,6.65619100186402,"mm-strain","china","S1"
6,6.65619099147059,4,4,6.65777550903706,"mm-strain","china","S1"
6,6.65619099147059,4,5,6.75382174020699,"mm-strain","china","S1"
6,6.65619099147059,4,6,7.12559988959362,"mm-strain","china","S1"
6,6.65619099147059,4,7,7.47977861786127,"mm-strain","china","S1"
6,6.65619099147059,4,8,7.65087664740799,"mm-strain","china","S1"
6,6.65619099147059,4,9,7.71586719654443,"mm-strain","china","S1"
6,6.65619099147059,4,10,7.73868043191036,"mm-strain","china","S1"
7,6.68837327101286,4,1,6.73138118984315,"mm-strain","china","S1"
7,6.68837327101286,4,2,6.74541851055417,"mm-strain","china","S1"
7,6.68837327101286,4,3,6.76245327561704,"mm-strain","china","S1"
7,6.68837327101286,4,4,6.7827392012735,"mm-strain","china","S1"
7,6.68837327101286,4,5,6.80647732012375,"mm-strain","china","S1"
7,6.68837327101286,4,6,6.83380054079936,"mm-strain","china","S1"
7,6.68837327101286,4,7,6.87023575961807,"mm-strain","china","S1"
7,6.68837327101286,4,8,6.99893166191737,"mm-strain","china","S1"
7,6.68837327101286,4,9,7.03729956147958,"mm-strain","china","S1"
7,6.68837327101286,4,10,7.07052245552984,"mm-strain","china","S1"
8,6.49099379398776,4,1,6.52927418917032,"mm-strain","china","S1"
8,6.49099379398776,4,2,6.53960290910215,"mm-strain","china","S1"
8,6.49099379398776,4,3,6.55189898038428,"mm-strain","china","S1"
8,6.49099379398776,4,4,6.56637248738879,"mm-strain","china","S1"
8,6.49099379398776,4,5,6.58322779643624,"mm-strain","china","S1"
8,6.49099379398776,4,6,6.60265566209882,"mm-strain","china","S1"
8,6.49099379398776,4,7,6.63518089942829,"mm-strain","china","S1"
8,6.49099379398776,4,8,6.76965502544458,"mm-strain","china","S1"
8,6.49099379398776,4,9,6.8875503680778,"mm-strain","china","S1"
8,6.49099379398776,4,10,6.93512614952898,"mm-strain","china","S1"
9,6.46896414298482,4,1,6.55714703730749,"mm-strain","china","S1"
9,6.46896414298482,4,2,6.58428839535174,"mm-strain","china","S1"
9,6.46896414298482,4,3,6.61757885847151,"mm-strain","china","S1"
9,6.46896414298482,4,4,6.65991716036226,"mm-strain","china","S1"
9,6.46896414298482,4,5,6.73588176012261,"mm-strain","china","S1"
9,6.46896414298482,4,6,6.90778025877036,"mm-strain","china","S1"
9,6.46896414298482,4,7,7.19526980367921,"mm-strain","china","S1"
9,6.46896414298482,4,8,7.47324301899723,"mm-strain","china","S1"
9,6.46896414298482,4,9,7.65766135726315,"mm-strain","china","S1"
9,6.46896414298482,4,10,7.76098379260448,"mm-strain","china","S1"
10,6.07450220555748,4,1,6.12344969236399,"mm-strain","china","S1"
10,6.07450220555748,4,2,6.13439947987673,"mm-strain","china","S1"
10,6.07450220555748,4,3,6.14713477571384,"mm-strain","china","S1"
